Reference_PC,Age
GBD_19_B40_C1_O_0249,2.0
GBD_19_B40_C1_O_0251,1.0
GBD_19_B40_C1_O_0252,3.0
GBD_19_B40_C1_O_0253,2.0
GBD_19_B40_C1_O_0254,7.0
GBD_19_B40_C1_O_0255,3.0
GBD_19_B40_C1_O_0256,5.0
GBD_19_B40_C1_O_0257,4.0
GBD_19_B40_C1_O_0258,2.0
GBD_19_B40_C1_O_0259,4.0
GBD_19_B40_C1_O_0260,2.0
GBD_19_B40_C1_O_0261,5.0
GBD_19_B40_C1_O_0263,1.0
GBD_19_B40_C1_O_0264,3.0
GBD_19_B40_C1_O_0265,3.0
GBD_19_B40_C1_O_0266,5.0
GBD_19_B40_C1_O_0267,1.0
GBD_19_B40_C1_O_0268,10.0
GBD_19_B40_C1_O_0269,5.0
GBD_19_B40_C1_O_0271,1.0
GBD_19_B40_C1_O_0272,8.0
GBD_19_B40_C1_O_0274,3.0
GBD_19_B40_C1_O_0275,5.0
GBD_19_B40_C1_O_0276,5.0
GBD_19_B40_C1_O_0277,3.0
GBD_19_B40_C1_O_0278,7.0
GBD_19_B40_C1_O_0280,3.0
GBD_19_B40_C1_O_0281,3.0
GBD_19_B40_C1_O_0282,4.0
GBD_19_B40_C1_O_0283,3.0
GBD_19_B40_C1_O_0284,2.0
GBD_19_B40_C1_O_0285,3.0
GBD_19_B40_C1_O_0286,5.0
GBD_19_B40_C1_O_0288,5.0
GBD_19_B40_C1_O_0289,1.0
GBD_19_B40_C1_O_0290,5.0
GBD_19_B40_C1_O_0291,6.0
GBD_19_B40_C1_O_0292,6.0
GBD_19_B40_C1_O_0293,7.0
GBD_19_B40_C1_O_0294,2.0
GBD_19_B40_C1_O_0295,3.0
GBD_19_B40_C1_O_0296,2.0
GBD_19_B40_C1_O_0297,5.0
GBD_19_B40_C1_O_0298,1.0
GBD_19_B40_C1_O_0299,5.0
GBD_19_B40_C1_O_0300,5.0
GBD_19_B40_C1_O_0301,3.0
GBD_19_B40_C1_O_0304,5.0
GBD_19_B40_C1_O_0305,6.0
GBD_19_B40_C1_O_0306,6.0
GBD_19_B40_C1_O_0307,4.0
GBD_19_B40_C1_O_0308,8.0
GBD_19_B40_C1_O_0309,2.0
GBD_19_B40_C1_O_0310,5.0
GBD_19_B40_C1_O_0311,1.0
GBD_19_B40_C1_O_0312,7.0
GBD_19_B40_C1_O_0313,3.0
GBD_19_B40_C1_O_0314,5.0
GBD_19_B40_C1_O_0315,3.0
GBD_19_B40_C1_O_0316,3.0
GBD_19_B40_C1_O_0317,4.0
GBD_19_B40_C1_O_0318,7.0
GBD_19_B40_C1_O_0319,3.0
GBD_19_B40_C1_O_0320,4.0
GBD_19_B40_C1_O_0321,3.0
GBD_19_B40_C1_O_0322,2.0
GBD_19_B40_C1_O_0323,4.0
GBD_19_B40_C1_O_0324,3.0
GBD_19_B40_C1_O_0325,3.0
GBD_19_B40_C1_O_0326,5.0
GBD_19_B40_C1_O_0327,2.0
GBD_19_B40_C1_O_0329,5.0
GBD_19_B40_C1_O_0330,4.0
GBD_19_B40_C1_O_0331,2.0
GBD_19_B40_C1_O_0332,2.0
GBD_19_B40_C1_O_0333,3.0
GBD_19_B40_C1_O_0334,2.0
GBD_19_B40_C1_O_0335,1.0
GBD_19_B40_C1_O_0337,4.0
GBD_19_B40_C1_O_0338,11.0
GBD_19_B40_C1_O_0339,4.0
GBD_19_B40_C1_O_0340,2.0
GBD_19_B40_C1_O_0341,3.0
GBD_19_B40_C1_O_0342,3.0
GBD_19_B40_C1_O_0343,1.0
GBD_19_B40_C1_O_0344,3.0
GBD_19_B40_C1_O_0345,3.0
GBD_19_B40_C1_O_0346,5.0
GBD_19_B40_C1_O_0347,4.0
GBD_19_B53_C1_O_0001,1.0
GBD_19_B53_C1_O_0002,1.0
GBD_19_B53_C1_O_0003,1.0
GBD_19_B53_C1_O_0004,3.0
GBD_19_B53_C1_O_0005,5.0
GBD_19_B53_C1_O_0006,2.0
GBD_19_B53_C1_O_0007,3.0
GBD_19_B53_C1_O_0008,3.0
GBD_19_B53_C1_O_0009,1.0
GBD_19_B53_C1_O_0010,1.0
GBD_19_B53_C1_O_0012,1.0
GBD_19_B53_C1_O_0013,1.0
GBD_19_B53_C1_O_0014,1.0
GBD_19_B53_C1_O_0015,1.0
GBD_19_B53_C1_O_0016,1.0
GBD_19_B53_C1_O_0017,1.0
GBD_19_B53_C1_O_0018,1.0
GBD_19_B53_C1_O_0019,4.0
GBD_19_B53_C1_O_0020,3.0
GBD_19_B53_C1_O_0021,4.0
GBD_19_B53_C1_O_0022,1.0
GBD_19_B53_C1_O_0023,2.0
GBD_19_B53_C1_O_0024,1.0
GBD_19_B53_C1_O_0025,3.0
GBD_19_B53_C1_O_0026,2.0
GBD_19_B53_C1_O_0027,2.0
GBD_19_B53_C1_O_0028,1.0
GBD_19_B53_C1_O_0029,1.0
GBD_19_B53_C1_O_0030,1.0
GBD_19_B53_C1_O_0031,1.0
GBD_19_B53_C1_O_0032,1.0
GBD_19_B53_C1_O_0033,1.0
GBD_19_B53_C1_O_0034,1.0
GBD_19_B53_C1_O_0035,3.0
GBD_19_B53_C1_O_0036,1.0
GBD_19_B53_C1_O_0037,1.0
GBD_19_B53_C1_O_0038,1.0
GBD_19_B53_C1_O_0039,1.0
GBD_19_B53_C1_O_0040,1.0
GBD_19_B53_C1_O_0041,1.0
GBD_19_B53_C1_O_0042,1.0
GBD_19_B53_C1_O_0043,1.0
GBD_19_B53_C1_O_0044,2.0
GBD_19_B53_C1_O_0045,2.0
GBD_19_B53_C1_O_0046,1.0
GBD_19_B53_C1_O_0047,1.0
GBD_19_B53_C1_O_0048,2.0
GBD_19_B53_C1_O_0049,3.0
GBD_19_B53_C1_O_0050,5.0
GBD_19_B53_C1_O_0051,3.0
GBD_19_B53_C1_O_0053,1.0
GBD_19_B53_C1_O_0054,1.0
GBD_19_B53_C1_O_0055,1.0
GBD_19_B53_C1_O_0056,1.0
GBD_19_B53_C1_O_0057,1.0
GBD_19_B53_C1_O_0058,1.0
GBD_19_B53_C1_O_0059,2.0
GBD_19_B53_C1_O_0060,3.0
GBD_19_B53_C1_O_0061,1.0
GBD_19_B53_C1_O_0062,2.0
GBD_19_B53_C1_O_0063,5.0
GBD_19_B53_C1_O_0064,2.0
GBD_19_B53_C1_O_0065,2.0
GBD_19_B53_C1_O_0066,1.0
GBD_19_B53_C1_O_0067,1.0
GBD_19_B53_C1_O_0068,5.0
GBD_19_B53_C1_O_0069,1.0
GBD_19_B53_C1_O_0070,1.0
GBD_19_B53_C1_O_0072,1.0
GBD_19_B53_C1_O_0073,0.0
GBD_19_B53_C1_O_0074,0.0
GBD_19_B53_C1_O_0075,1.0
GBD_19_B53_C1_O_0076,1.0
GBD_19_B53_C1_O_0077,3.0
GBD_19_B53_C1_O_0078,1.0
GBD_19_B53_C1_O_0080,5.0
GBD_19_B53_C1_O_0081,1.0
GBD_19_B53_C1_O_0082,2.0
GBD_19_B53_C1_O_0083,2.0
GBD_19_B53_C1_O_0084,2.0
GBD_19_B53_C1_O_0085,0.0
GBD_19_B53_C1_O_0086,1.0
GBD_19_B53_C1_O_0087,1.0
GBD_19_B53_C1_O_0088,4.0
GBD_19_B53_C1_O_0089,3.0
GBD_19_B53_C1_O_0090,5.0
GBD_19_B53_C1_O_0091,2.0
GBD_19_B53_C1_O_0092,1.0
GBD_19_B53_C1_O_0093,1.0
GBD_19_B53_C1_O_0094,1.0
GBD_19_B53_C1_O_0096,1.0
GBD_19_B53_C1_O_0097,1.0
GBD_19_B53_C1_O_0098,2.0
KS_10_TRIM3_CGFS_0014,2.0
KS_10_TRIM3_CGFS_0026,1.0
KS_10_TRIM3_CGFS_0031,1.0
KS_10_TRIM3_CGFS_0032,2.0
KS_10_TRIM3_CGFS_0130,2.0
KS_10_TRIM3_CGFS_0175,2.0
KS_10_TRIM3_XBL_0051,6.0
KS_10_TRIM4_CGFS_0195,1.0
KS_10_TRIM4_CGFS_0252,2.0
KS_10_TRIM4_CGFS_0287,1.0
KS_10_TRIM4_CGFS_0302,2.0
KS_10_TRIM4_CGFS_0378,1.0
KS_10_TRIM4_CGFS_0381,1.0
KS_10_TRIM4_CGFS_0386,1.0
KS_11_TRIM3_COMOR_0031,2.0
KS_11_TRIM4_CGFS_0025,2.0
KS_11_TRIM4_CGFS_0057,3.0
KS_11_TRIM4_CGFS_0117,1.0
KS_11_TRIM4_CGFS_0137,2.0
KS_11_TRIM4_CGFS_0217,3.0
KS_11_TRIM4_CGFS_0357,1.0
KS_11_TRIM4_CGFS_0359,8.0
KS_13_TRIM3_COMOR_0003,3.0
KS_13_TRIM3_COMOR_0019,4.0
KS_13_TRIM3_COMOR_0050,2.0
KS_13_TRIM3_COMOR_0136,3.0
KS_13_TRIM3_COMOR_0148,4.0
KS_13_TRIM3_COMOR_0154,4.0
KS_13_TRIM3_COMOR_0170,3.0
KS_13_TRIM3_COMOR_0175,2.0
KS_13_TRIM3_COMOR_0200,3.0
KS_13_TRIM3_COMOR_0272,3.0
KS_13_TRIM3_COMOR_0292,4.0
KS_13_TRIM3_COMOR_0309,4.0
KS_13_TRIM3_COMOR_0349,4.0
KS_13_TRIM3_COMOR_0491,3.0
KS_13_TRIM3_ESB_0001,3.0
KS_13_TRIM3_ESB_0002,4.0
KS_13_TRIM3_ESB_0022,3.0
KS_13_TRIM3_LCN_0104,3.0
KS_13_TRIM3_PENLY_0014,0.0
KS_13_TRIM3_PENLY_0020,0.0
KS_13_TRIM3_PENLY_0024,2.0
KS_13_TRIM3_PENLY_0072,3.0
KS_13_TRIM3_PENLY_0074,3.0
KS_13_TRIM3_PENLY_0086,3.0
KS_13_TRIM3_PENLY_0087,3.0
KS_13_TRIM3_PENLY_0088,1.0
KS_13_TRIM3_PENLY_0121,3.0
KS_13_TRIM3_XBL_0063,4.0
KS_13_TRIM3_XBL_0171,5.0
KS_13_TRIM3_XBL_0176,4.0
KS_13_TRIM3_XBL_0185,6.0
KS_13_TRIM3_XBL_0203,6.0
KS_13_TRIM3_XBL_0209,7.0
KS_13_TRIM3_XBL_0218,6.0
KS_13_TRIM4_CGFS_0062,2.0
KS_13_TRIM4_CGFS_0063,3.0
KS_13_TRIM4_CGFS_0109,3.0
KS_13_TRIM4_CGFS_0264,2.0
KS_13_TRIM4_CGFS_0270,2.0
KS_13_TRIM4_CGFS_0278,4.0
KS_13_TRIM4_CGFS_0283,2.0
KS_13_TRIM4_CGFS_0308,0.0
KS_13_TRIM4_CGFS_0329,0.0
KS_14_TRIM3_CAMANOC_0037,4.0
KS_14_TRIM3_CAMANOC_0096,3.0
KS_14_TRIM3_COMOR_0032,2.0
KS_14_TRIM3_COMOR_0080,2.0
KS_14_TRIM3_LCN_0007,4.0
KS_14_TRIM3_LCN_0062,3.0
KS_14_TRIM3_LCN_0066,2.0
KS_14_TRIM3_LCN_0086,2.0
KS_14_TRIM3_PENLY_0048,1.0
KS_14_TRIM3_PENLY_0068,1.0
KS_14_TRIM4_CGFS_0067,2.0
KS_14_TRIM4_CGFS_0096,2.0
KS_14_TRIM4_CGFS_0104,1.0
KS_14_TRIM4_CGFS_0135,4.0
KS_14_TRIM4_CGFS_0225,7.0
KS_14_TRIM4_CGFS_0228,4.0
KS_16_TRIM2_XBL_O_0031,7.0
KS_16_TRIM2_XBL_O_0097,4.0
KS_16_TRIM3_O_CGFS_0011,2.0
KS_16_TRIM3_O_CGFS_0036,2.0
KS_16_TRIM3_O_CGFS_0040,6.0
KS_16_TRIM3_O_CGFS_0075,6.0
KS_16_TRIM3_O_CGFS_0077,4.0
KS_16_TRIM3_O_CGFS_0082,2.0
KS_16_TRIM3_O_CGFS_0101,6.0
KS_16_TRIM3_O_CGFS_0132,7.0
KS_16_TRIM3_O_CGFS_0139,6.0
KS_16_TRIM3_O_CGFS_0140,6.0
KS_16_TRIM3_O_CGFS_0144,3.0
KS_16_TRIM3_O_CGFS_0155,2.0
KS_16_TRIM3_O_CGFS_0168,7.0
KS_16_TRIM3_O_CGFS_0170,0.0
KS_16_TRIM3_O_CGFS_0171,0.0
KS_16_TRIM3_O_CGFS_0187,7.0
KS_16_TRIM3_O_CGFS_0197,0.0
KS_16_TRIM3_O_CGFS_0213,7.0
KS_16_TRIM3_O_CGFS_0214,7.0
KS_16_TRIM3_O_CGFS_0215,7.0
KS_16_TRIM3_O_CGFS_0224,2.0
KS_16_TRIM3_O_CGFS_0229,5.0
KS_16_TRIM3_O_CGFS_0238,5.0
KS_16_TRIM3_O_CGFS_0241,6.0
KS_16_TRIM3_O_CGFS_0242,5.0
KS_16_TRIM3_O_CGFS_0243,8.0
KS_16_TRIM3_O_CGFS_0244,7.0
KS_16_TRIM3_O_CGFS_0251,7.0
KS_16_TRIM3_O_CGFS_0254,8.0
KS_16_TRIM3_O_CGFS_0262,7.0
KS_16_TRIM3_O_CGFS_0263,7.0
KS_16_TRIM3_O_CGFS_0265,7.0
KS_16_TRIM3_O_CGFS_0269,6.0
KS_16_TRIM3_O_CGFS_0275,5.0
KS_16_TRIM3_O_CGFS_0276,7.0
KS_16_TRIM3_O_LCN_0030,3.0
KS_16_TRIM4_O_CGFS_0314,3.0
KS_16_TRIM4_O_CGFS_0333,3.0
KS_16_TRIM4_O_EVHOE_PL_0095,3.0
KS_16_TRIM4_O_EVHOE_PL_0097,5.0
KS_16_TRIM4_O_EVHOE_PL_0133,2.0
KS_16_TRIM4_O_EVHOE_PL_0136,3.0
KS_16_TRIM4_O_EVHOE_PL_0142,3.0
KS_16_TRIM4_O_EVHOE_PL_0144,4.0
KS_16_TRIM4_O_EVHOE_PL_0156,3.0
KS_16_TRIM4_O_EVHOE_PL_0159,3.0
KS_17_TRIM1_IBTS_PL_0103,3.0
KS_17_TRIM1_IBTS_PL_0163,3.0
KS_17_TRIM1_IBTS_PL_0215,2.0
KS_17_TRIM1_IBTS_PL_0216,2.0
KS_17_TRIM1_IBTS_PL_0251,5.0
KS_17_TRIM1_IBTS_PL_0256,2.0
KS_17_TRIM1_IBTS_PL_0291,2.0
KS_17_TRIM1_IBTS_PL_0407,1.0
KS_17_TRIM1_IBTS_PL_0511,2.0
KS_17_TRIM1_PL_LCN_0078,8.0
KS_17_TRIM2_PL_LCN_0081,3.0
KS_17_TRIM3_PL_COMOR_0006,4.0
KS_17_TRIM3_PL_COMOR_0010,4.0
KS_17_TRIM3_PL_COMOR_0034,2.0
KS_17_TRIM3_PL_COMOR_0074,3.0
KS_17_TRIM3_PL_COMOR_0078,4.0
KS_17_TRIM3_PL_COMOR_0104,2.0
KS_17_TRIM3_PL_COMOR_0109,3.0
KS_17_TRIM3_PL_NOURSOMME_0013,0.0
KS_17_TRIM3_PL_NOURSOMME_0017,1.0
KS_17_TRIM3_PL_NOURSOMME_0021,0.0
KS_17_TRIM3_PL_NOURSOMME_0027,1.0
KS_17_TRIM3_PL_NOURSOMME_0028,2.0
KS_17_TRIM3_PL_NOURSOMME_0030,1.0
KS_17_TRIM3_PL_NOURSOMME_0058,1.0
KS_17_TRIM3_PL_NOURSOMME_0087,1.0
KS_17_TRIM4_PL_CGFS_0027,2.0
KS_17_TRIM4_PL_CGFS_0033,4.0
KS_17_TRIM4_PL_CGFS_0039,0.0
KS_17_TRIM4_PL_CGFS_0040,0.0
KS_17_TRIM4_PL_CGFS_0044,1.0
KS_17_TRIM4_PL_CGFS_0048,1.0
KS_17_TRIM4_PL_CGFS_0058,3.0
KS_17_TRIM4_PL_CGFS_0061,8.0
KS_17_TRIM4_PL_CGFS_0063,3.0
KS_17_TRIM4_PL_CGFS_0067,1.0
KS_17_TRIM4_PL_CGFS_0092,3.0
KS_17_TRIM4_PL_CGFS_0150,5.0
KS_17_TRIM4_PL_CGFS_0216,5.0
MS_15_B51_C1_O_0001,3.0
MS_15_B51_C1_O_0002,5.0
MS_15_B51_C1_O_0003,5.0
MS_15_B51_C1_O_0004,5.0
MS_15_B51_C1_O_0005,6.0
MS_15_B51_C1_O_0006,5.0
MS_15_B51_C1_O_0007,4.0
MS_15_B51_C1_O_0009,4.0
MS_15_B51_C1_O_0010,3.0
MS_15_B51_C1_O_0011,7.0
MS_15_B51_C1_O_0012,6.0
MS_15_B51_C1_O_0013,5.0
MS_15_B51_C1_O_0014,4.0
MS_15_B51_C1_O_0015,5.0
MS_15_B51_C1_O_0016,3.0
MS_15_B51_C1_O_0017,4.0
MS_15_B51_C1_O_0018,11.0
MS_15_B51_C1_O_0020,6.0
MS_15_B51_C1_O_0021,5.0
MS_15_B51_C1_O_0022,6.0
MS_15_B51_C1_O_0023,6.0
MS_15_B51_C1_O_0024,4.0
MS_15_B51_C1_O_0025,4.0
MS_15_B51_C1_O_0026,5.0
MS_15_B51_C1_O_0028,5.0
MS_15_B51_C1_O_0031,3.0
MS_15_B51_C1_O_0032,3.0
MS_15_B51_C1_O_0034,4.0
MS_15_B51_C1_O_0035,5.0
MS_15_B51_C1_O_0036,7.0
MS_15_B51_C1_O_0037,5.0
MS_15_B51_C1_O_0038,4.0
MS_15_B51_C1_O_0039,5.0
MS_15_B51_C1_O_0041,4.0
MS_15_B51_C1_O_0042,3.0
MS_15_B51_C1_O_0043,2.0
MS_15_B51_C1_O_0044,2.0
MS_15_B51_C1_O_0045,5.0
MS_15_B51_C1_O_0047,4.0
MS_15_B51_C1_O_0048,2.0
MS_15_B51_C1_O_0049,2.0
MS_15_B51_C1_O_0050,2.0
MS_15_B51_C1_O_0051,2.0
MS_15_B51_C1_O_0052,3.0
MS_15_B51_C1_O_0053,2.0
MS_15_B51_C1_O_0057,2.0
MS_15_B51_C1_O_0058,2.0
MS_15_B51_C1_O_0059,3.0
MS_15_B51_C1_O_0061,3.0
MS_15_B51_C1_O_0062,2.0
MS_15_B51_C1_O_0063,3.0
MS_15_B51_C1_O_0065,3.0
MS_15_B51_C1_O_0066,3.0
MS_15_B51_C1_O_0069,2.0
MS_15_B51_C1_O_0070,4.0
MS_15_B51_C1_O_0071,3.0
MS_15_B51_C1_O_0072,2.0
MS_15_B51_C1_O_0073,5.0
MS_15_B51_C1_O_0074,3.0
MS_15_B51_C1_O_0076,2.0
MS_15_B51_C1_O_0080,6.0
MS_15_B51_C1_O_0081,3.0
MS_15_B51_C1_O_0082,4.0
MS_15_B51_C1_O_0083,3.0
MS_15_B51_C1_O_0086,3.0
MS_15_B51_C1_O_0089,5.0
MS_15_B51_C1_O_0090,3.0
MS_15_B51_C1_O_0091,4.0
MS_15_B51_C1_O_0092,4.0
MS_15_B51_C1_O_0097,5.0
MS_15_B51_C1_O_0098,3.0
MS_15_B51_C1_O_0099,3.0
MS_15_B51_C1_O_0103,3.0
MS_15_B51_C1_O_0104,3.0
MS_15_B51_C1_O_0105,5.0
MS_15_B51_C1_O_0106,3.0
MS_15_B51_C1_O_0108,5.0
MS_15_B51_C1_O_0109,3.0
MS_15_B51_C1_O_0111,5.0
MS_15_B51_C1_O_0112,2.0
MS_15_B51_C1_O_0113,7.0
MS_15_B51_C1_O_0114,3.0
MS_15_B51_C1_O_0118,3.0
MS_15_B51_C1_O_0120,3.0
MS_15_B51_C1_O_0121,5.0
MS_15_B51_C1_O_0124,2.0
MS_15_B51_C1_O_0125,2.0
MS_15_B51_C1_O_0128,5.0
MS_15_B51_C1_O_0131,2.0
MS_15_B51_C1_O_0132,3.0
MS_15_B51_C1_O_0133,3.0
MS_15_B51_C1_O_0135,2.0
MS_15_B51_C1_O_0139,4.0
MS_15_B51_C1_O_0140,3.0
MS_15_B51_C1_O_0141,4.0
MS_15_B51_C1_O_0142,3.0
MS_15_B51_C1_O_0144,3.0
MS_15_B51_C1_O_0145,5.0
MS_15_B51_C1_O_0147,3.0
MS_15_B51_C1_O_0148,4.0
MS_15_B51_C1_O_0149,3.0
MS_15_B51_C1_O_0150,2.0
MS_15_B51_C1_O_0153,3.0
MS_15_B51_C1_O_0154,9.0
MS_15_B51_C1_O_0155,5.0
MS_15_B51_C1_O_0157,3.0
MS_15_B51_C1_O_0158,4.0
MS_15_B51_C1_O_0159,4.0
MS_15_B51_C1_O_0160,4.0
MS_15_B51_C1_O_0161,-1.0
MS_15_B51_C1_O_0162,5.0
MS_15_B51_C1_O_0163,3.0
MS_15_B51_C1_O_0165,3.0
MS_15_B51_C1_O_0166,4.0
MS_15_B51_C1_O_0167,2.0
MS_15_B51_C1_O_0169,2.0
MS_15_B51_C1_O_0170,2.0
MS_15_B51_C1_O_0171,5.0
MS_15_B51_C1_O_0172,2.0
MS_15_B52_C1_O_0001,2.0
MS_15_B52_C1_O_0002,1.0
MS_15_B52_C1_O_0003,1.0
MS_15_B52_C1_O_0004,1.0
MS_15_B52_C1_O_0005,1.0
MS_15_B52_C1_O_0006,2.0
MS_15_B52_C1_O_0011,2.0
MS_15_B52_C1_O_0013,1.0
MS_15_B52_C1_O_0014,0.0
MS_15_B52_C1_O_0015,4.0
MS_15_B52_C1_O_0016,2.0
MS_15_B52_C1_O_0017,1.0
MS_15_B52_C1_O_0018,1.0
MS_15_B52_C1_O_0019,2.0
MS_15_B52_C1_O_0020,1.0
MS_15_B52_C1_O_0021,3.0
MS_15_B52_C1_O_0022,0.0
MS_15_B52_C1_O_0023,0.0
MS_15_B52_C1_O_0024,1.0
MS_15_B52_C1_O_0025,1.0
MS_15_B52_C1_O_0026,1.0
MS_15_B52_C1_O_0027,0.0
MS_15_B52_C1_O_0028,2.0
MS_15_B52_C1_O_0029,2.0
MS_15_B52_C1_O_0030,1.0
MS_15_B52_C1_O_0031,1.0
MS_15_B52_C1_O_0032,1.0
MS_15_B52_C1_O_0033,1.0
MS_15_B52_C1_O_0034,2.0
MS_15_B52_C1_O_0035,1.0
MS_15_B52_C1_O_0036,1.0
MS_15_B52_C1_O_0037,1.0
MS_15_B52_C1_O_0038,3.0
MS_15_B52_C1_O_0039,3.0
MS_15_B52_C1_O_0043,1.0
MS_15_B52_C1_O_0045,0.0
MS_15_B52_C1_O_0046,2.0
MS_15_B52_C1_O_0047,2.0
MS_15_B52_C1_O_0048,0.0
MS_15_B52_C1_O_0049,0.0
MS_15_B52_C1_O_0050,1.0
MS_15_B52_C1_O_0051,0.0
MS_15_B52_C1_O_0052,1.0
MS_15_B52_C1_O_0053,0.0
MS_15_B52_C1_O_0054,1.0
MS_15_B52_C1_O_0055,2.0
MS_15_B52_C1_O_0057,0.0
MS_15_B52_C1_O_0058,1.0
MS_15_B52_C1_O_0059,1.0
MS_15_B52_C1_O_0060,1.0
MS_15_B52_C1_O_0061,2.0
MS_15_B52_C1_O_0062,1.0
MS_15_B52_C1_O_0063,2.0
MS_15_B52_C1_O_0065,2.0
MS_15_B52_C1_O_0066,3.0
MS_15_B52_C1_O_0067,2.0
MS_15_B52_C1_O_0068,2.0
MS_15_B52_C1_O_0069,3.0
MS_15_B52_C1_O_0070,1.0
MS_15_B52_C1_O_0071,2.0
MS_15_B52_C1_O_0072,3.0
MS_15_B52_C1_O_0073,2.0
MS_15_B52_C1_O_0074,2.0
MS_15_B52_C1_O_0075,2.0
MS_15_B52_C1_O_0076,4.0
MS_15_B52_C1_O_0077,1.0
MS_15_B52_C1_O_0079,2.0
MS_15_B52_C1_O_0080,2.0
MS_15_B52_C1_O_0081,2.0
MS_15_B52_C1_O_0083,1.0
MS_15_B52_C1_O_0084,1.0
MS_15_B52_C1_O_0086,1.0
MS_15_B52_C1_O_0087,3.0
MS_15_B52_C1_O_0088,1.0
MS_15_B52_C1_O_0089,0.0
MS_15_B52_C1_O_0090,2.0
MS_15_B52_C1_O_0091,1.0
MS_15_B52_C1_O_0092,2.0
MS_15_B52_C1_O_0093,2.0
MS_15_B52_C1_O_0094,1.0
MS_15_B52_C1_O_0095,2.0
MS_15_B52_C1_O_0096,2.0
MS_15_B52_C1_O_0097,1.0
MS_15_B52_C1_O_0098,1.0
MS_15_B52_C1_O_0099,1.0
MS_15_B52_C1_O_0101,1.0
MS_15_B52_C1_O_0102,0.0
MS_15_B52_C1_O_0103,0.0
MS_15_B52_C1_O_0104,2.0
MS_15_B52_C1_O_0105,1.0
MS_15_B52_C1_O_0108,1.0
MS_15_B52_C1_O_0110,1.0
MS_15_B52_C1_O_0111,1.0
MS_15_B52_C1_O_0112,1.0
MS_15_B52_C1_O_0113,1.0
MS_15_B52_C1_O_0114,3.0
MS_15_B52_C1_O_0115,1.0
MS_15_B52_C1_O_0116,2.0
MS_15_B52_C1_O_0117,1.0
MS_15_B52_C1_O_0118,-1.0
MS_15_B52_C1_O_0119,2.0
MS_15_B52_C1_O_0120,2.0
MS_15_B52_C1_O_0121,3.0
MS_15_B52_C1_O_0122,2.0
MS_15_B52_C1_O_0123,2.0
MS_15_B52_C1_O_0124,2.0
MS_15_B52_C1_O_0125,3.0
MS_15_B52_C1_O_0126,1.0
MS_15_B52_C1_O_0127,1.0
MS_15_B52_C1_O_0130,0.0
MS_15_B52_C1_O_0133,0.0
MS_15_B69_C1_O_0001,5.0
MS_15_B69_C1_O_0002,3.0
MS_15_B69_C1_O_0003,3.0
MS_15_B69_C1_O_0004,4.0
MS_15_B69_C1_O_0005,3.0
MS_15_B69_C1_O_0007,3.0
MS_15_B69_C1_O_0008,4.0
MS_15_B69_C1_O_0010,3.0
MS_15_B69_C1_O_0011,4.0
MS_15_B69_C1_O_0012,4.0
MS_15_B69_C1_O_0013,6.0
MS_15_B69_C1_O_0014,4.0
MS_15_B69_C1_O_0015,5.0
MS_15_B69_C1_O_0016,6.0
MS_15_B69_C1_O_0018,4.0
MS_15_B69_C1_O_0020,3.0
MS_15_B69_C1_O_0022,5.0
MS_15_B69_C1_O_0024,3.0
MS_15_B69_C1_O_0025,3.0
MS_15_B69_C1_O_0026,4.0
MS_15_B69_C1_O_0027,6.0
MS_15_B69_C1_O_0028,2.0
MS_15_B69_C1_O_0029,6.0
MS_15_B69_C1_O_0030,4.0
MS_15_B69_C1_O_0032,5.0
MS_15_B69_C1_O_0033,5.0
MS_15_B69_C1_O_0036,6.0
MS_15_B69_C1_O_0037,6.0
MS_15_B69_C1_O_0038,5.0
MS_15_B69_C1_O_0039,4.0
MS_15_B69_C1_O_0040,5.0
MS_15_B69_C1_O_0041,3.0
MS_15_B69_C1_O_0042,6.0
MS_15_B69_C1_O_0043,5.0
MS_15_B69_C1_O_0044,6.0
MS_15_B69_C1_O_0045,5.0
MS_15_B69_C1_O_0046,7.0
MS_15_B69_C1_O_0047,6.0
MS_15_B69_C1_O_0048,4.0
MS_15_B69_C1_O_0049,5.0
MS_15_B69_C1_O_0050,5.0
MS_15_B69_C1_O_0051,5.0
MS_15_B69_C1_O_0052,5.0
MS_15_B69_C1_O_0053,6.0
MS_15_B69_C1_O_0054,5.0
MS_15_B69_C1_O_0055,4.0
MS_15_B69_C1_O_0056,3.0
MS_15_B69_C1_O_0057,3.0
MS_15_B69_C1_O_0058,6.0
MS_15_B69_C1_O_0060,4.0
MS_15_B69_C1_O_0061,4.0
MS_15_B69_C1_O_0063,3.0
MS_15_B69_C1_O_0064,3.0
MS_15_B69_C1_O_0065,3.0
MS_15_B69_C1_O_0066,2.0
MS_15_B69_C1_O_0067,4.0
MS_15_B69_C1_O_0068,4.0
MS_15_B69_C1_O_0069,3.0
MS_15_B69_C1_O_0073,4.0
MS_15_B69_C1_O_0074,4.0
MS_15_B69_C1_O_0075,3.0
MS_15_B69_C1_O_0076,3.0
MS_15_B69_C1_O_0077,5.0
MS_15_B69_C1_O_0078,3.0
MS_15_B69_C1_O_0079,4.0
MS_15_B69_C1_O_0081,2.0
MS_15_B69_C1_O_0082,3.0
MS_15_B69_C1_O_0083,4.0
MS_15_B69_C1_O_0084,3.0
MS_15_B69_C1_O_0085,2.0
MS_15_B69_C1_O_0086,2.0
MS_15_B69_C1_O_0087,5.0
